"Quadrat","Site","Year","PlantGenusSpecies","SampleRound","FloralAbundance","FloweringPlantAbundance","KeyQuad"
"MN1","MM","2018","Erigeron tracyi",1,50,35,"MM MN1 2018 1"
"MN1","MM","2018","Heterotheca pumila",2,55,7,"MM MN1 2018 2"
"MN1","MM","2018","Hymenopappus newberryi",1,5,3,"MM MN1 2018 1"
"MN1","MM","2018","Hymenoxys hoopesii",1,5,1,"MM MN1 2018 1"
"MN1","MM","2018","Monardella odoratissima",2,50,1,"MM MN1 2018 2"
"MN1","MM","2018","Potentilla hippiana",1,50,20,"MM MN1 2018 1"
"MN1","MM","2018","Potentilla hippiana",2,100,11,"MM MN1 2018 2"
"MN1","MM","2021","Potentilla hippiana",1,6,4,"MM MN1 2021 1"
"MN1","MM","2021","Potentilla hippiana",2,2,1,"MM MN1 2021 2"
"MN1","MM","2022","Potentilla hippiana",1,6,34,"MM MN1 2022 1"
"MN1","PL","2012","Hymenoxys hoopesii",1,18,18,"PL MN1 2012 1"
"MN1","PL","2018","Glandularia bipinnatifida",2,50,1,"PL MN1 2018 2"
"MN1","PL","2022","Glandularia bipinnatifida",1,12,4,"PL MN1 2022 1"
"MN1","RP","2018","Glandularia bipinnatifida",1,50,3,"RP MN1 2018 1"
"MN1","RP","2018","Hymenoxys hoopesii",1,5,1,"RP MN1 2018 1"
"MN1","RP","2021","Commelina dianthifolia",2,1,1,"RP MN1 2021 2"
"MN1","RP","2021","Hymenoxys hoopesii",1,11,3,"RP MN1 2021 1"
"MN1","RP","2022","Achillea millefolium",1,1,4,"RP MN1 2022 1"
"MN1","SC","2017","Campanula rotundifolia",3,5,3,"SC MN1 2017 3"
"MN1","SC","2017","Cymopterus lemmonii",2,50,2,"SC MN1 2017 2"
"MN1","SC","2017","Eremogone fendleri",2,5,1,"SC MN1 2017 2"
"MN1","SC","2017","Eremogone fendleri",3,5,1,"SC MN1 2017 3"
"MN1","SC","2017","Hymenoxys richardsonii",2,50,2,"SC MN1 2017 2"
"MN1","SC","2017","Hymenoxys richardsonii",3,50,2,"SC MN1 2017 3"
"MN1","SC","2017","Potentilla hippiana",3,5,1,"SC MN1 2017 3"
"MN1","SC","2018","Achillea millefolium",2,5,1,"SC MN1 2018 2"
"MN1","SC","2018","Campanula rotundifolia",1,5,1,"SC MN1 2018 1"
"MN1","SC","2018","Campanula rotundifolia",2,5,1,"SC MN1 2018 2"
"MN1","SC","2018","Hymenoxys richardsonii",1,50,6,"SC MN1 2018 1"
"MN1","SC","2021","Cymopterus lemmonii",1,7,2,"SC MN1 2021 1"
"MN1","SC","2021","Penstemon strictus",2,5,1,"SC MN1 2021 2"
"MN1","SM","2018","Achillea millefolium",2,5,1,"SM MN1 2018 2"
"MN1","SM","2018","Campanula rotundifolia",1,5,1,"SM MN1 2018 1"
"MN1","SM","2018","Erigeron flagellaris",1,50,5,"SM MN1 2018 1"
"MN1","SM","2018","Erigeron tracyi",1,5,2,"SM MN1 2018 1"
"MN1","SM","2018","Viguiera multiflora",1,50,2,"SM MN1 2018 1"
"MN1","SM","2021","Achillea millefolium",2,70,4,"SM MN1 2021 2"
"MN1","SM","2021","Campanula rotundifolia",1,4,3,"SM MN1 2021 1"
"MN1","SM","2021","Campanula rotundifolia",2,2,2,"SM MN1 2021 2"
"MN1","SM","2022","Erigeron flagellaris",1,24,4,"SM MN1 2022 1"
"MN1","UK","2017","Trifolium pinetorum",1,50,8,"UK MN1 2017 1"
"MN1","VC","2017","Erigeron formosissimus",1,5,1,"VC MN1 2017 1"
"MN2","CH","2012","Arenaria lanuginosa",1,2,2,"CH MN2 2012 1"
"MN2","CH","2012","Glandularia bipinnatifida",1,1,1,"CH MN2 2012 1"
"MN2","CH","2017","Glandularia bipinnatifida",2,50,3,"CH MN2 2017 2"
"MN2","CH","2017","Glandularia bipinnatifida",3,50,3,"CH MN2 2017 3"
"MN2","CH","2017","Monarda citriodora austromontana",3,50,1,"CH MN2 2017 3"
"MN2","CH","2018","Castilleja patriotica",2,5,1,"CH MN2 2018 2"
"MN2","CH","2022","Glandularia bipinnatifida",1,1,5,"CH MN2 2022 1"
"MN2","HM","2017","Cymopterus lemmonii",1,100,3,"HM MN2 2017 1"
"MN2","HM","2017","Cymopterus lemmonii",2,100,5,"HM MN2 2017 2"
"MN2","HM","2017","Cymopterus lemmonii",3,50,3,"HM MN2 2017 3"
"MN2","HM","2017","Drymaria leptophylla",3,50,1,"HM MN2 2017 3"
"MN2","HM","2017","Erigeron flagellaris",3,5,1,"HM MN2 2017 3"
"MN2","HM","2017","Hymenoxys hoopesii",1,50,10,"HM MN2 2017 1"
"MN2","HM","2017","Hymenoxys hoopesii",2,55,12,"HM MN2 2017 2"
"MN2","HM","2017","Hymenoxys hoopesii",3,50,3,"HM MN2 2017 3"
"MN2","HM","2017","Potentilla hippiana",2,5,3,"HM MN2 2017 2"
"MN2","HM","2018","Erigeron tracyi",2,5,2,"HM MN2 2018 2"
"MN2","HM","2018","Erysimum capitatum",1,50,2,"HM MN2 2018 1"
"MN2","HM","2018","Erysimum capitatum",2,50,2,"HM MN2 2018 2"
"MN2","HM","2018","Pennellia longifolia",1,50,1,"HM MN2 2018 1"
"MN2","HM","2018","Pennellia longifolia",2,50,1,"HM MN2 2018 2"
"MN2","HM","2021","Cirsium parryi",2,3,1,"HM MN2 2021 2"
"MN2","HM","2021","Erigeron flagellaris",2,1,1,"HM MN2 2021 2"
"MN2","HM","2021","Erigeron tracyi",1,2,2,"HM MN2 2021 1"
"MN2","HM","2022","Hymenoxys hoopesii",1,5,6,"HM MN2 2022 1"
"MN2","JC","2012","Campanula rotundifolia",1,15,15,"JC MN2 2012 1"
"MN2","JC","2012","Eremogone fendleri",1,11,11,"JC MN2 2012 1"
"MN2","JC","2017","Allium geyeri",2,50,1,"JC MN2 2017 2"
"MN2","JC","2017","Campanula rotundifolia",2,5,1,"JC MN2 2017 2"
"MN2","JC","2017","Campanula rotundifolia",3,5,1,"JC MN2 2017 3"
"MN2","JC","2017","Eremogone fendleri",3,5,1,"JC MN2 2017 3"
"MN2","JC","2017","Potentilla hippiana",2,5,1,"JC MN2 2017 2"
"MN2","JC","2018","Campanula rotundifolia",1,5,2,"JC MN2 2018 1"
"MN2","JC","2018","Campanula rotundifolia",2,5,1,"JC MN2 2018 2"
"MN2","JC","2018","Eremogone fendleri",1,50,4,"JC MN2 2018 1"
"MN2","JC","2018","Eremogone fendleri",2,5,1,"JC MN2 2018 2"
"MN2","JC","2018","Erigeron formosissimus",2,5,1,"JC MN2 2018 2"
"MN2","JC","2018","Erigeron tracyi",1,5,1,"JC MN2 2018 1"
"MN2","JC","2018","Erigeron tracyi",2,5,2,"JC MN2 2018 2"
"MN2","JC","2021","Campanula rotundifolia",1,1,1,"JC MN2 2021 1"
"MN2","JC","2021","Campanula rotundifolia",2,4,3,"JC MN2 2021 2"
"MN2","JC","2021","Eremogone fendleri",1,16,4,"JC MN2 2021 1"
"MN2","JC","2021","Linum lewisii",2,5,1,"JC MN2 2021 2"
"MN2","MM","2012","Androsace chamaejasme",1,3,3,"MM MN2 2012 1"
"MN2","MM","2012","Commelina dianthifolia",1,1,1,"MM MN2 2012 1"
"MN2","MM","2012","Hymenopappus newberryi",1,14,14,"MM MN2 2012 1"
"MN2","MM","2012","Mirabilis oblongifolia",1,4,4,"MM MN2 2012 1"
"MN2","MM","2017","Allium cernuum",2,50,6,"MM MN2 2017 2"
"MN2","MM","2017","Campanula rotundifolia",3,5,1,"MM MN2 2017 3"
"MN2","MM","2017","Erysimum capitatum",1,5,1,"MM MN2 2017 1"
"MN2","MM","2017","Erysimum capitatum",2,5,1,"MM MN2 2017 2"
"MN2","MM","2017","Helianthus ciliaris",3,5,1,"MM MN2 2017 3"
"MN2","MM","2017","Hymenopappus newberryi",2,5,1,"MM MN2 2017 2"
"MN2","MM","2017","Monardella odoratissima",2,50,1,"MM MN2 2017 2"
"MN2","MM","2017","Vicia pulchella",3,50,4,"MM MN2 2017 3"
"MN2","MM","2018","Commelina dianthifolia",1,5,1,"MM MN2 2018 1"
"MN2","MM","2018","Commelina dianthifolia",2,5,3,"MM MN2 2018 2"
"MN2","MM","2018","Erysimum capitatum",1,50,2,"MM MN2 2018 1"
"MN2","MM","2018","Heterotheca pumila",2,50,12,"MM MN2 2018 2"
"MN2","MM","2018","Hymenopappus newberryi",2,50,1,"MM MN2 2018 2"
"MN2","MM","2018","Pennellia longifolia",1,50,1,"MM MN2 2018 1"
"MN2","MM","2018","Silene scouleri",2,50,1,"MM MN2 2018 2"
"MN2","MM","2018","Tragopogon pratensis",2,5,1,"MM MN2 2018 2"
"MN2","MM","2018","Vicia pulchella",1,50,2,"MM MN2 2018 1"
"MN2","MM","2021","Commelina dianthifolia",1,2,2,"MM MN2 2021 1"
"MN2","MM","2021","Heterotheca pumila",1,19,7,"MM MN2 2021 1"
"MN2","MM","2021","Heterotheca pumila",2,14,5,"MM MN2 2021 2"
"MN2","MM","2021","Hymenopappus newberryi",2,5,1,"MM MN2 2021 2"
"MN2","MM","2022","Erysimum capitatum",1,8,1,"MM MN2 2022 1"
"MN2","PL","2012","Hymenoxys hoopesii",1,4,4,"PL MN2 2012 1"
"MN2","PL","2017","Erysimum capitatum",1,5,0,"PL MN2 2017 1"
"MN2","PL","2018","Campanula rotundifolia",1,5,3,"PL MN2 2018 1"
"MN2","PL","2018","Campanula rotundifolia",2,5,5,"PL MN2 2018 2"
"MN2","PL","2018","Glandularia bipinnatifida",2,50,1,"PL MN2 2018 2"
"MN2","PL","2018","Laennecia schiedeana",2,50,3,"PL MN2 2018 2"
"MN2","PL","2021","Erysimum capitatum",1,13,1,"PL MN2 2021 1"
"MN2","PL","2022","Glandularia bipinnatifida",1,50,3,"PL MN2 2022 1"
"MN2","RP","2018","Psacalium decompositum",1,50,1,"RP MN2 2018 1"
"MN2","RP","2021","Glandularia bipinnatifida",2,67,3,"RP MN2 2021 2"
"MN2","SC","2012","Hymenoxys richardsonii",1,12,12,"SC MN2 2012 1"
"MN2","SC","2012","Potentilla hippiana",1,2,2,"SC MN2 2012 1"
"MN2","SC","2017","Cymopterus lemmonii",1,50,5,"SC MN2 2017 1"
"MN2","SC","2017","Cymopterus lemmonii",2,50,3,"SC MN2 2017 2"
"MN2","SC","2017","Oxytropis lambertii",1,50,3,"SC MN2 2017 1"
"MN2","SC","2017","Penstemon pseudoparvus",1,5,1,"SC MN2 2017 1"
"MN2","SC","2017","Potentilla hippiana",3,5,3,"SC MN2 2017 3"
"MN2","SC","2018","Eremogone fendleri",1,50,2,"SC MN2 2018 1"
"MN2","SC","2018","Potentilla hippiana",1,50,4,"SC MN2 2018 1"
"MN2","SC","2021","Cymopterus lemmonii",1,1,1,"SC MN2 2021 1"
"MN2","SC","2021","Potentilla hippiana",2,7,2,"SC MN2 2021 2"
"MN2","SC","2022","Cymopterus lemmonii",1,10,9,"SC MN2 2022 1"
"MN2","SC","2022","Oxytropis lambertii",1,2,2,"SC MN2 2022 1"
"MN2","SC","2022","Potentilla hippiana",1,1,8,"SC MN2 2022 1"
"MN2","SM","2017","Erigeron flagellaris",1,5,2,"SM MN2 2017 1"
"MN2","SM","2017","Lupinus palmeri",1,50,1,"SM MN2 2017 1"
"MN2","SM","2018","Achillea millefolium",1,50,1,"SM MN2 2018 1"
"MN2","SM","2021","Erigeron flagellaris",1,8,6,"SM MN2 2021 1"
"MN2","SM","2022","Cymopterus lemmonii",1,3,2,"SM MN2 2022 1"
"MN2","SM","2022","Erigeron flagellaris",1,1,1,"SM MN2 2022 1"
"MN2","SM","2022","Lupinus palmeri",1,22,2,"SM MN2 2022 1"
"MN2","SS","2017","Hymenoxys hoopesii",1,50,2,"SS MN2 2017 1"
"MN2","VC","2017","Agoseris glauca",1,5,5,"VC MN2 2017 1"
"MN3","CH","2017","Glandularia bipinnatifida",3,50,2,"CH MN3 2017 3"
"MN3","CH","2018","Glandularia bipinnatifida",1,50,2,"CH MN3 2018 1"
"MN3","CH","2018","Glandularia bipinnatifida",2,50,1,"CH MN3 2018 2"
"MN3","CH","2018","Heliomeris multiflora",2,5,1,"CH MN3 2018 2"
"MN3","CH","2018","Houstonia wrightii",2,5,1,"CH MN3 2018 2"
"MN3","CH","2022","Commelina dianthifolia",1,3,2,"CH MN3 2022 1"
"MN3","HM","2017","Achillea millefolium",3,50,2,"HM MN3 2017 3"
"MN3","HM","2017","Cymopterus lemmonii",1,50,5,"HM MN3 2017 1"
"MN3","HM","2017","Cymopterus lemmonii",2,100,7,"HM MN3 2017 2"
"MN3","HM","2017","Cymopterus lemmonii",3,50,1,"HM MN3 2017 3"
"MN3","HM","2017","Erigeron flagellaris",1,5,5,"HM MN3 2017 1"
"MN3","HM","2017","Erigeron flagellaris",2,5,5,"HM MN3 2017 2"
"MN3","HM","2017","Erigeron flagellaris",3,5,2,"HM MN3 2017 3"
"MN3","HM","2017","Erigeron subtrinervis",3,5,3,"HM MN3 2017 3"
"MN3","HM","2018","Campanula rotundifolia",1,50,8,"HM MN3 2018 1"
"MN3","HM","2018","Cymopterus lemmonii",1,50,5,"HM MN3 2018 1"
"MN3","HM","2018","Cymopterus lemmonii",2,50,3,"HM MN3 2018 2"
"MN3","HM","2018","Erigeron tracyi",1,5,5,"HM MN3 2018 1"
"MN3","HM","2018","Erigeron tracyi",2,5,4,"HM MN3 2018 2"
"MN3","HM","2021","Erigeron subtrinervis",1,3,1,"HM MN3 2021 1"
"MN3","HM","2021","Erigeron tracyi",1,2,2,"HM MN3 2021 1"
"MN3","HM","2021","Taraxacum officinale",1,2,2,"HM MN3 2021 1"
"MN3","HM","2022","Cymopterus lemmonii",1,6,3,"HM MN3 2022 1"
"MN3","HM","2022","Erigeron spp.",1,3,3,"HM MN3 2022 1"
"MN3","HM","2022","Erigeron tracyi",1,80,80,"HM MN3 2022 1"
"MN3","JC","2017","Achillea millefolium",3,50,5,"JC MN3 2017 3"
"MN3","JC","2017","Erigeron subtrinervis",3,50,3,"JC MN3 2017 3"
"MN3","JC","2017","Potentilla hippiana",2,5,1,"JC MN3 2017 2"
"MN3","JC","2018","Potentilla fruticosa",1,50,1,"JC MN3 2018 1"
"MN3","JC","2018","Potentilla fruticosa",2,5,1,"JC MN3 2018 2"
"MN3","JC","2018","Potentilla hippiana",2,5,1,"JC MN3 2018 2"
"MN3","JC","2021","Allium cernuum",1,2,1,"JC MN3 2021 1"
"MN3","JC","2021","Allium cernuum",2,2,1,"JC MN3 2021 2"
"MN3","JC","2021","Erigeron subtrinervis",2,2,2,"JC MN3 2021 2"
"MN3","JC","2021","Potentilla hippiana",1,9,4,"JC MN3 2021 1"
"MN3","JC","2021","Potentilla hippiana",2,18,7,"JC MN3 2021 2"
"MN3","MM","2017","Cymopterus lemmonii",1,50,2,"MM MN3 2017 1"
"MN3","MM","2017","Erigeron formosissimus",3,5,1,"MM MN3 2017 3"
"MN3","MM","2017","Erysimum capitatum",1,5,1,"MM MN3 2017 1"
"MN3","MM","2017","Helianthus ciliaris",3,5,3,"MM MN3 2017 3"
"MN3","MM","2017","Hymenopappus newberryi",2,50,1,"MM MN3 2017 2"
"MN3","MM","2017","Hymenopappus newberryi",3,5,1,"MM MN3 2017 3"
"MN3","MM","2018","Campanula rotundifolia",1,50,8,"MM MN3 2018 1"
"MN3","MM","2018","Commelina dianthifolia",1,5,1,"MM MN3 2018 1"
"MN3","MM","2018","Cymopterus lemmonii",1,50,5,"MM MN3 2018 1"
"MN3","MM","2018","Erigeron formosissimus",1,5,1,"MM MN3 2018 1"
"MN3","MM","2018","Erigeron tracyi",1,5,5,"MM MN3 2018 1"
"MN3","MM","2021","Erigeron tracyi",1,8,6,"MM MN3 2021 1"
"MN3","MM","2021","Heterotheca pumila",1,46,9,"MM MN3 2021 1"
"MN3","MM","2021","Vicia pulchella",1,139,1,"MM MN3 2021 1"
"MN3","MM","2022","Cymopterus lemmonii",1,1,1,"MM MN3 2022 1"
"MN3","PL","2017","Dodecatheon pulchellum",1,5,0,"PL MN3 2017 1"
"MN3","PL","2021","Achillea millefolium",2,6,6,"PL MN3 2021 2"
"MN3","PL","2021","Caltha leptosepala",1,1,1,"PL MN3 2021 1"
"MN3","PL","2021","Dodecatheon pulchellum",1,33,30,"PL MN3 2021 1"
"MN3","PL","2021","Hypericum scouleri",2,3,1,"PL MN3 2021 2"
"MN3","PL","2022","Ligusticum porteri",1,5,3,"PL MN3 2022 1"
"MN3","RP","2018","Glandularia bipinnatifida",1,100,13,"RP MN3 2018 1"
"MN3","RP","2021","Glandularia bipinnatifida",1,86,2,"RP MN3 2021 1"
"MN3","RP","2021","Glandularia bipinnatifida",2,101,6,"RP MN3 2021 2"
"MN3","RP","2021","Oxalis alpina",1,1,1,"RP MN3 2021 1"
"MN3","RP","2021","Tragopogon pratensis",2,2,2,"RP MN3 2021 2"
"MN3","RP","2022","Achillea millefolium",1,3,3,"RP MN3 2022 1"
"MN3","RP","2022","Glandularia bipinnatifida",1,140,2,"RP MN3 2022 1"
"MN3","SC","2017","Campanula rotundifolia",3,5,3,"SC MN3 2017 3"
"MN3","SC","2017","Cymopterus lemmonii",1,50,1,"SC MN3 2017 1"
"MN3","SC","2017","Eremogone fendleri",1,5,1,"SC MN3 2017 1"
"MN3","SC","2017","Erigeron flagellaris",1,5,1,"SC MN3 2017 1"
"MN3","SC","2017","Penstemon pseudoparvus",1,50,10,"SC MN3 2017 1"
"MN3","SC","2017","Potentilla hippiana",2,50,3,"SC MN3 2017 2"
"MN3","SC","2017","Potentilla hippiana",3,50,5,"SC MN3 2017 3"
"MN3","SC","2018","Eremogone fendleri",1,50,15,"SC MN3 2018 1"
"MN3","SC","2018","Eremogone fendleri",2,50,1,"SC MN3 2018 2"
"MN3","SC","2018","Potentilla hippiana",2,5,1,"SC MN3 2018 2"
"MN3","SC","2021","Cymopterus lemmonii",1,1,1,"SC MN3 2021 1"
"MN3","SC","2021","Penstemon pseudoparvus",2,2,1,"SC MN3 2021 2"
"MN3","SC","2021","Penstemon strictus",1,3,2,"SC MN3 2021 1"
"MN3","SC","2021","Potentilla hippiana",2,14,4,"SC MN3 2021 2"
"MN3","SC","2022","Androsace septentrionalis",1,3,1,"SC MN3 2022 1"
"MN3","SC","2022","Erigeron tracyi",1,10,16,"SC MN3 2022 1"
"MN3","SC","2022","Potentilla hippiana",1,2,26,"SC MN3 2022 1"
"MN3","SM","2017","Cymopterus lemmonii",1,50,2,"SM MN3 2017 1"
"MN3","SM","2017","Erigeron flagellaris",1,50,22,"SM MN3 2017 1"
"MN3","SM","2018","Campanula rotundifolia",1,5,1,"SM MN3 2018 1"
"MN3","SM","2018","Erigeron flagellaris",1,5,1,"SM MN3 2018 1"
"MN3","SM","2018","Potentilla hippiana",1,50,20,"SM MN3 2018 1"
"MN3","SM","2021","Campanula rotundifolia",2,1,1,"SM MN3 2021 2"
"MN3","SM","2021","Erigeron flagellaris",1,1,1,"SM MN3 2021 1"
"MN3","SM","2021","Lupinus palmeri",2,10,1,"SM MN3 2021 2"
"MN3","SM","2021","Potentilla hippiana",1,5,2,"SM MN3 2021 1"
"MN3","SM","2022","Erigeron tracyi",1,1,1,"SM MN3 2022 1"
"MN3","SM","2022","Potentilla hippiana",1,2,60,"SM MN3 2022 1"
"MN3","SS","2017","Hymenoxys hoopesii",1,50,1,"SS MN3 2017 1"
"MN3","UK","2017","Trifolium pinetorum",1,50,75,"UK MN3 2017 1"
"MN3","VC","2017","Allium geyeri",1,50,2,"VC MN3 2017 1"
"MN3","VC","2017","Erigeron formosissimus",1,5,2,"VC MN3 2017 1"
"MS1","CH","2017","Achillea millefolium",3,50,4,"CH MS1 2017 3"
"MS1","CH","2017","Erythranthe guttata",3,50,1,"CH MS1 2017 3"
"MS1","CH","2017","Iris missouriensis",1,5,6,"CH MS1 2017 1"
"MS1","CH","2018","Erythranthe guttata",1,50,4,"CH MS1 2018 1"
"MS1","CH","2018","Erythranthe guttata",2,50,10,"CH MS1 2018 2"
"MS1","CH","2021","Mimulus tilingii",1,3,3,"CH MS1 2021 1"
"MS1","CH","2022","Erythranthe guttata",1,7,4,"CH MS1 2022 1"
"MS1","HM","2017","Erigeron flagellaris",1,5,2,"HM MS1 2017 1"
"MS1","HM","2017","Erigeron flagellaris",2,5,2,"HM MS1 2017 2"
"MS1","HM","2017","Erigeron flagellaris",3,5,2,"HM MS1 2017 3"
"MS1","HM","2017","Verbascum thapsus",3,5,1,"HM MS1 2017 3"
"MS1","HM","2018","Agoseris glauca",2,5,1,"HM MS1 2018 2"
"MS1","HM","2018","Erigeron tracyi",1,50,45,"HM MS1 2018 1"
"MS1","HM","2018","Erigeron tracyi",2,50,20,"HM MS1 2018 2"
"MS1","HM","2018","Gentiana parryi",2,5,1,"HM MS1 2018 2"
"MS1","HM","2018","Taraxacum officinale",2,5,3,"HM MS1 2018 2"
"MS1","HM","2021","Campanula rotundifolia",2,2,1,"HM MS1 2021 2"
"MS1","HM","2021","Erigeron tracyi",1,2,2,"HM MS1 2021 1"
"MS1","HM","2021","Erigeron tracyi",2,1,1,"HM MS1 2021 2"
"MS1","HM","2021","Tragopogon pratensis",1,2,2,"HM MS1 2021 1"
"MS1","HM","2022","Erigeron spp.",1,9,5,"HM MS1 2022 1"
"MS1","HM","2022","Erigeron tracyi",1,21,21,"HM MS1 2022 1"
"MS1","HM","2022","Taraxacum officinale",1,2,3,"HM MS1 2022 1"
"MS1","JC","2017","Achillea millefolium",3,5,1,"JC MS1 2017 3"
"MS1","JC","2017","Penstemon barbatus",2,5,2,"JC MS1 2017 2"
"MS1","JC","2017","Potentilla hippiana",2,5,1,"JC MS1 2017 2"
"MS1","JC","2018","Eremogone fendleri",2,50,4,"JC MS1 2018 2"
"MS1","JC","2018","Potentilla hippiana",2,50,1,"JC MS1 2018 2"
"MS1","JC","2021","Ipomopsis aggregata",1,8,1,"JC MS1 2021 1"
"MS1","MM","2017","Erigeron formosissimus",2,50,2,"MM MS1 2017 2"
"MS1","MM","2017","Hymenopappus newberryi",2,50,2,"MM MS1 2017 2"
"MS1","MM","2017","Hymenopappus newberryi",3,50,2,"MM MS1 2017 3"
"MS1","MM","2017","Potentilla hippiana",1,5,4,"MM MS1 2017 1"
"MS1","MM","2017","Potentilla hippiana",3,50,7,"MM MS1 2017 3"
"MS1","MM","2018","Castilleja miniata",2,5,1,"MM MS1 2018 2"
"MS1","MM","2018","Commelina dianthifolia",2,5,1,"MM MS1 2018 2"
"MS1","MM","2018","Erigeron formosissimus",2,5,2,"MM MS1 2018 2"
"MS1","MM","2018","Erigeron tracyi",1,50,45,"MM MS1 2018 1"
"MS1","MM","2018","Heterotheca pumila",2,55,6,"MM MS1 2018 2"
"MS1","MM","2018","Hymenopappus newberryi",1,50,3,"MM MS1 2018 1"
"MS1","MM","2018","Monardella odoratissima",2,50,3,"MM MS1 2018 2"
"MS1","MM","2018","Potentilla hippiana",1,5,1,"MM MS1 2018 1"
"MS1","MM","2018","Potentilla hippiana",2,50,10,"MM MS1 2018 2"
"MS1","MM","2018","Vicia pulchella",2,50,3,"MM MS1 2018 2"
"MS1","MM","2021","Erigeron flagellaris",1,4,3,"MM MS1 2021 1"
"MS1","MM","2021","Erigeron flagellaris",2,6,5,"MM MS1 2021 2"
"MS1","MM","2021","Hymenopappus newberryi",2,11,1,"MM MS1 2021 2"
"MS1","MM","2021","Potentilla hippiana",1,8,4,"MM MS1 2021 1"
"MS1","MM","2021","Potentilla hippiana",2,4,4,"MM MS1 2021 2"
"MS1","MM","2022","Potentilla hippiana",1,17,27,"MM MS1 2022 1"
"MS1","PL","2018","Drymaria leptophylla",1,50,1,"PL MS1 2018 1"
"MS1","PL","2018","Hymenoxys hoopesii",1,5,1,"PL MS1 2018 1"
"MS1","PL","2018","Laennecia schiedeana",2,50,2,"PL MS1 2018 2"
"MS1","PL","2021","Erysimum capitatum",2,23,1,"PL MS1 2021 2"
"MS1","PL","2021","Vicia americana",1,2,1,"PL MS1 2021 1"
"MS1","PL","2022","Erysimum capitatum",1,5,1,"PL MS1 2022 1"
"MS1","PL","2022","Hymenoxys hoopesii",1,27,3,"PL MS1 2022 1"
"MS1","RP","2021","Trifolium pinetorum",2,33,6,"RP MS1 2021 2"
"MS1","RP","2022","Cerastium nutans",1,4,2,"RP MS1 2022 1"
"MS1","RP","2022","Trifolium pinetorum",1,8,16,"RP MS1 2022 1"
"MS1","SC","2017","Achillea millefolium",2,50,1,"SC MS1 2017 2"
"MS1","SC","2017","Campanula rotundifolia",2,5,2,"SC MS1 2017 2"
"MS1","SC","2017","Cymopterus lemmonii",1,50,10,"SC MS1 2017 1"
"MS1","SC","2017","Cymopterus lemmonii",2,50,5,"SC MS1 2017 2"
"MS1","SC","2017","Eremogone fendleri",3,5,2,"SC MS1 2017 3"
"MS1","SC","2017","Erigeron subtrinervis",3,50,4,"SC MS1 2017 3"
"MS1","SC","2017","Oxytropis lambertii",1,50,2,"SC MS1 2017 1"
"MS1","SC","2017","Penstemon strictus",2,5,1,"SC MS1 2017 2"
"MS1","SC","2017","Potentilla hippiana",2,5,2,"SC MS1 2017 2"
"MS1","SC","2017","Potentilla hippiana",3,5,3,"SC MS1 2017 3"
"MS1","SC","2018","Campanula rotundifolia",1,5,2,"SC MS1 2018 1"
"MS1","SC","2018","Campanula rotundifolia",2,5,5,"SC MS1 2018 2"
"MS1","SC","2018","Erigeron flagellaris",2,5,2,"SC MS1 2018 2"
"MS1","SC","2018","Erigeron speciosus",1,5,3,"SC MS1 2018 1"
"MS1","SC","2018","Erysimum capitatum",1,5,1,"SC MS1 2018 1"
"MS1","SC","2018","Potentilla hippiana",1,5,2,"SC MS1 2018 1"
"MS1","SC","2021","Campanula rotundifolia",2,1,1,"SC MS1 2021 2"
"MS1","SC","2021","Cymopterus lemmonii",1,5,4,"SC MS1 2021 1"
"MS1","SC","2021","Cymopterus lemmonii",2,1,1,"SC MS1 2021 2"
"MS1","SC","2021","Eremogone fendleri",1,5,2,"SC MS1 2021 1"
"MS1","SC","2021","Eremogone fendleri",2,1,1,"SC MS1 2021 2"
"MS1","SC","2021","Penstemon pseudoparvus",1,1,1,"SC MS1 2021 1"
"MS1","SC","2021","Potentilla hippiana",2,7,3,"SC MS1 2021 2"
"MS1","SC","2021","Townsendia grandiflora",2,1,1,"SC MS1 2021 2"
"MS1","SC","2022","Cymopterus lemmonii",1,1,1,"SC MS1 2022 1"
"MS1","SC","2022","Potentilla hippiana",1,1,6,"SC MS1 2022 1"
"MS1","SM","2017","Achillea millefolium",1,50,4,"SM MS1 2017 1"
"MS1","SM","2017","Lupinus palmeri",1,50,1,"SM MS1 2017 1"
"MS1","SM","2018","Arenaria lanuginosa",1,50,1,"SM MS1 2018 1"
"MS1","SM","2018","Hesperidanthus linearifolius",1,50,1,"SM MS1 2018 1"
"MS1","SM","2018","Mirabilis oblongifolia",1,50,1,"SM MS1 2018 1"
"MS1","SM","2021","Arenaria lanuginosa",2,8,1,"SM MS1 2021 2"
"MS1","SM","2021","Erigeron flagellaris",1,2,1,"SM MS1 2021 1"
"MS1","SM","2021","Hesperidanthus linearifolius",2,28,2,"SM MS1 2021 2"
"MS1","SM","2022","Erigeron divergens",1,30,3,"SM MS1 2022 1"
"MS1","SM","2022","Hesperidanthus linearifolius",1,80,5,"SM MS1 2022 1"
"MS1","SS","2017","Hymenoxys hoopesii",1,50,1,"SS MS1 2017 1"
"MS1","UK","2017","Trifolium pinetorum",1,50,5,"UK MS1 2017 1"
"MS1","VC","2017","Erigeron formosissimus",1,5,4,"VC MS1 2017 1"
"MS2","CH","2017","Glandularia bipinnatifida",2,5,1,"CH MS2 2017 2"
"MS2","CH","2017","Glandularia bipinnatifida",3,50,7,"CH MS2 2017 3"
